Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-44,1738,755,290,223,409,4,2265,5047,3688,-171,10246,0
00:05,-44,1742,756,290,223,405,4,2264,4666,3568,272,10124,0
00:10,-44,1727,756,290,223,397,4,2264,4899,3322,461,10124,0
00:15,-43,1689,756,289,223,399,4,2264,4885,3344,433,10103,0
00:20,-43,1660,756,288,223,399,4,2264,4837,3366,380,10098,0
00:25,-43,1652,756,288,223,397,4,2264,4901,3362,293,10090,0
00:30,-43,1683,757,288,223,398,4,2265,4955,3363,191,10043,0
00:35,-43,1722,757,287,223,398,4,2265,5019,3334,77,10044,0
00:40,-43,1724,758,287,223,398,4,2265,5021,3300,66,9965,0
00:45,-43,1688,757,287,223,396,3,2265,5051,3304,57,9895,0
00:50,-44,1635,757,287,223,396,2,2265,5022,3303,73,9844,0
00:55,-44,1586,757,289,223,396,2,2264,4910,3313,218,9681,0
01:00,-44,1581,758,288,223,396,2,2265,4794,3306,179,9772,0
01:05,-44,1595,758,289,223,397,3,2265,4885,3333,109,9733,0
01:10,-44,1616,759,288,223,387,3,2266,4955,3364,-119,9933,0
01:15,-43,1642,759,287,223,374,3,2265,4804,3379,-201,10054,0
01:20,-43,1666,758,289,223,374,3,2264,4282,3406,17,10037,0
01:25,-43,1674,758,289,224,374,3,2266,4171,3409,106,9907,0
01:30,-43,1688,757,291,223,374,3,2264,4177,3399,83,9863,0
01:35,-44,1705,757,292,223,374,3,2265,4248,3398,155,9648,0
01:40,-43,1721,758,288,223,373,3,2265,4370,3390,126,9486,0
01:45,-44,1732,759,288,223,373,3,2266,4466,3394,-112,9629,0
01:50,-44,1756,758,288,223,373,3,2265,4329,3388,-145,9699,0
01:55,-44,1786,759,289,223,382,3,2266,4289,3384,-136,9617,0
02:00,-44,1788,760,288,224,386,2,2266,4254,3368,-137,9605,0
02:05,-44,1771,759,288,223,395,3,2265,4068,3345,-97,9756,0
02:10,-43,1748,760,288,223,398,3,2264,3947,3345,-97,9847,0
02:15,-44,1730,760,287,224,398,3,2265,3946,3338,-124,9846,0
02:20,-43,1744,760,287,223,398,3,2265,3947,3343,-115,9805,0
02:25,-43,1744,761,289,223,398,3,2266,3942,3349,-166,9815,0
02:30,-43,1710,761,289,223,397,3,2265,3925,3354,-182,9805,0
02:35,-43,1653,761,289,224,397,2,2266,3925,3330,-171,9762,0
02:40,-44,1626,760,288,224,397,2,2266,3893,3326,-77,9632,0
02:45,-44,1612,761,289,224,397,2,2265,3874,3331,-96,9640,0
02:50,-44,1599,761,289,224,397,2,2266,3852,3352,-76,9614,0
02:55,-44,1581,761,288,224,397,3,2265,3808,3360,-52,9552,0
03:00,-44,1563,762,288,224,398,3,2266,3721,3361,-76,9628,0
03:05,-43,1548,762,289,224,398,3,2264,3477,3338,62,9625,0
03:10,-44,1532,763,288,224,398,3,2265,3242,3329,127,9668,0
03:15,-44,1534,763,288,224,398,3,2265,3279,3322,74,9647,0
03:20,-44,1521,764,288,224,397,3,2265,3363,3281,60,9667,0
03:25,-43,1502,763,288,224,397,2,2266,3368,3264,78,9615,0
03:30,-43,1471,763,288,224,397,2,2265,3294,3262,135,9569,0
03:35,-44,1460,765,288,224,396,2,2265,3350,3319,71,9505,0
03:40,-43,1466,764,287,224,396,2,2265,3451,3354,-70,9570,0
03:45,-43,1456,763,287,225,396,1,2265,3487,3359,-149,9581,0
03:50,-43,1459,763,287,225,396,2,2265,3462,3375,-205,9649,0
03:55,-43,1464,763,287,224,396,1,2264,3428,3383,-197,9617,0
04:00,-44,1486,763,288,224,397,1,2265,3350,3381,-146,9538,0
04:05,-44,1520,763,290,224,397,2,2265,3454,3401,-221,9569,0
04:10,-43,1547,762,291,224,397,2,2263,3447,3416,-180,9502,0
04:15,-44,1549,762,290,224,398,2,2264,3219,3414,50,9370,0
04:20,-44,1522,763,289,224,397,2,2265,3154,3404,154,9347,0
04:25,-43,1504,762,289,224,397,2,2264,3227,3404,98,9346,0
04:30,-43,1486,761,287,224,397,2,2265,3253,3403,59,9369,0
04:35,-43,1469,762,288,223,397,2,2264,3286,3394,29,9371,0
04:40,-43,1468,762,287,224,396,2,2265,3361,3387,-35,9395,0
04:45,-44,1447,762,287,223,396,1,2265,3479,3352,-103,9460,0
04:50,-44,1399,762,290,224,396,2,2263,3438,3324,-33,9467,0
04:55,-44,1327,762,289,224,396,2,2264,3363,3310,87,9454,0
05:00,-43,1263,761,291,224,396,3,2266,3326,3315,121,9507,0
05:05,-44,1241,761,293,224,396,2,2264,3402,3379,142,9485,0
05:10,-44,1227,760,294,224,397,2,2265,3446,3420,106,9541,0
05:15,-44,1212,761,293,224,398,3,2265,3454,3427,35,9617,0
05:20,-44,1183,762,293,225,398,3,2265,3373,3403,17,9738,0
05:25,-45,1145,761,292,224,398,3,2264,3322,3407,105,9703,0
05:30,-45,1113,761,291,224,399,3,2265,3307,3414,147,9714,0
