Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,-21,4130,919,311,207,155,19,2278,11139,1043,-125,8925,0
00:05,-21,4050,920,313,208,157,20,2278,11178,926,-46,8856,0
00:10,-21,4029,920,311,207,158,20,2278,11174,859,-63,8858,0
00:15,-21,3968,919,311,207,157,19,2277,11174,797,-69,8769,0
00:20,-21,3923,920,313,207,157,19,2278,11080,784,-116,8802,0
00:25,-21,3846,919,312,207,157,19,2278,11069,769,-246,8913,0
00:30,-22,3814,920,313,207,157,19,2278,11164,766,-341,8939,0
00:35,-22,3767,920,313,208,157,18,2278,10926,593,-7,8920,0
00:40,-23,3717,921,311,208,157,19,2278,11001,427,73,8899,0
00:45,-23,3702,920,309,207,157,19,2278,11093,437,-145,8942,0
00:50,-22,3709,921,309,207,156,19,2277,11002,431,72,8821,0
00:55,-22,3657,921,307,207,138,19,2278,10770,455,-6,8871,0
01:00,-23,3647,921,303,207,116,19,2278,10629,441,-129,9041,0
01:05,-22,3593,921,302,208,116,20,2278,10820,429,-424,9145,0
01:10,-22,3608,922,302,208,116,19,2278,11018,412,-507,9151,0
01:15,-22,3611,922,301,208,115,19,2278,10916,404,-518,9166,0
01:20,-22,3600,922,300,207,115,19,2277,10738,411,-514,9279,0
01:25,-22,3589,922,300,207,115,19,2276,10546,414,-474,9307,0
01:30,-22,3615,922,301,208,116,19,2277,10345,409,-361,9273,0
01:35,-22,3603,923,301,207,115,20,2276,10336,409,-468,9330,0
01:40,-22,3635,923,301,208,116,19,2276,10337,408,-506,9320,0
01:45,-22,3688,923,303,207,115,20,2277,10145,395,-464,9351,0
01:50,-22,3724,924,301,208,116,19,2276,9862,396,-358,9319,0
01:55,-22,3770,924,300,208,115,19,2276,9708,395,-415,9374,0
02:00,-22,3769,917,303,208,115,19,2276,9649,403,-460,9476,0
02:05,-22,3776,924,304,208,115,19,2276,9122,418,-147,9396,0
02:10,-22,3773,924,303,209,116,19,2275,8878,419,-63,9328,0
02:15,-22,3785,924,304,210,115,19,2275,8749,413,-77,9382,0
02:20,-22,3812,925,303,210,116,19,2275,8550,413,-106,9537,0
02:25,-23,3809,926,302,210,115,19,2276,8352,422,-56,9569,0
02:30,-24,3786,924,302,210,116,19,2276,8179,423,-3,9647,0
02:35,-24,3763,925,302,210,116,19,2276,8000,446,25,9708,0
02:40,-24,3746,924,303,210,116,20,2276,7968,428,17,9689,0
02:45,-24,3723,925,302,210,116,19,2276,7958,424,16,9655,0
02:50,-24,3713,924,302,210,116,19,2276,7942,423,10,9647,0
02:55,-24,3725,924,302,209,116,19,2276,7926,413,-9,9638,0
03:00,-24,3724,924,300,209,116,19,2278,7892,397,-21,9656,0
03:05,-24,3715,924,304,209,116,20,2277,7987,396,-170,9734,0
03:10,-24,3686,924,304,209,115,20,2277,8106,406,-174,9682,0
03:15,-24,3679,925,305,209,115,20,2276,7977,413,-176,9776,0
03:20,-24,3660,926,304,209,115,20,2277,7880,418,-181,9838,0
03:25,-24,3651,925,305,209,116,20,2276,7835,421,-185,9830,0
03:30,-24,3644,927,305,209,116,20,2276,7797,412,-135,9711,0
03:35,-24,3601,926,303,209,116,20,2276,7732,424,-89,9685,0
03:40,-24,3529,926,303,209,116,20,2276,7703,428,-93,9729,0
03:45,-24,3434,926,303,209,116,20,2275,7697,426,-85,9810,0
03:50,-24,3359,926,302,209,116,20,2276,7713,443,-142,9998,0
03:55,-24,3315,926,300,209,116,20,2275,7707,458,-171,10052,0
04:00,-24,3265,926,300,209,116,20,2276,7710,424,-176,10112,0
04:05,-24,3232,927,303,209,116,20,2276,7720,412,-88,10096,0
04:10,-24,3204,926,304,209,116,20,2275,7711,418,-39,10105,0
04:15,-24,3161,926,303,209,116,21,2275,7723,315,-55,10287,0
04:20,-24,3119,927,303,209,116,20,2275,8059,124,-29,10490,0
04:25,-24,3064,928,304,209,116,20,2275,8093,113,-37,10529,0
04:30,-24,2998,929,305,209,116,20,2275,8113,106,-34,10608,0
04:35,-24,2950,929,305,209,116,20,2275,8251,111,-35,10554,0
04:40,-24,2924,929,306,209,116,21,2275,8278,115,-39,10588,0
04:45,-24,2909,929,305,209,115,20,2275,8332,115,-45,10574,0
04:50,-24,2899,929,306,209,116,20,2276,8447,113,-47,10528,0
04:55,-24,2917,930,305,209,116,21,2275,8516,109,-62,10486,0
05:00,-24,2912,931,305,209,116,21,2276,8681,96,-74,10426,0
05:05,-24,2886,929,306,209,129,21,2275,8828,94,-80,10443,0
05:10,-25,2865,925,305,209,156,21,2276,8970,124,-91,10474,0
05:15,-25,2868,927,306,208,156,21,2275,9033,144,-89,10478,0
05:20,-26,2867,927,306,208,166,22,2276,9015,170,-60,10461,0
05:25,-26,2839,928,305,208,167,22,2275,8955,167,-61,10602,0
05:30,-26,2830,930,307,208,167,22,2276,8920,174,-62,10658,0
05:35,-26,2807,930,307,208,168,21,2276,8812,382,-54,10519,0
