Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,-41,3725,928,272,207,240,17,2266,12410,935,-89,8752,0
00:05,-41,3767,929,271,206,234,17,2266,12369,849,48,8580,0
00:10,-41,3804,929,273,207,173,17,2265,12349,798,54,8536,0
00:15,-41,3828,928,272,207,176,17,2265,12278,791,62,8453,0
00:20,-41,3839,928,271,206,177,17,2265,12054,781,-27,8576,0
00:25,-41,3821,928,271,207,177,16,2265,12057,766,-53,8516,0
00:30,-41,3783,928,271,207,177,17,2265,12111,769,-38,8277,0
00:35,-41,3743,928,269,207,177,16,2266,12200,770,-33,8009,0
00:40,-41,3731,929,269,207,178,17,2266,12182,764,-42,7850,0
00:45,-41,3728,928,268,207,178,16,2265,12084,755,-53,7820,0
00:50,-41,3673,929,270,207,176,17,2266,12013,752,-62,7771,0
00:55,-41,3611,925,270,207,161,16,2265,12048,740,-60,7678,0
01:00,-41,3551,930,268,207,134,17,2266,12038,732,-67,7616,0
01:05,-41,3530,929,269,207,134,16,2265,12006,703,-80,7590,0
01:10,-41,3493,929,270,207,131,16,2264,12060,687,-76,7497,0
01:15,-41,3484,929,270,207,128,16,2264,12062,681,-57,7357,0
01:20,-41,3458,930,270,207,128,16,2264,11891,526,-47,7609,0
01:25,-41,3458,929,270,207,127,17,2265,12220,380,-55,7600,0
01:30,-41,3412,929,271,207,127,17,2263,12107,383,-19,7598,0
01:35,-41,3359,930,271,207,127,17,2265,12053,389,-48,7551,0
01:40,-41,3288,930,272,207,127,17,2265,12060,391,-69,7508,0
01:45,-41,3227,930,270,207,127,17,2265,12045,382,-68,7492,0
01:50,-41,3167,930,271,207,127,17,2265,11994,385,-66,7478,0
01:55,-41,3121,930,271,207,127,17,2265,12048,382,-69,7373,0
02:00,-41,3103,924,270,207,127,17,2265,12021,380,-75,7322,0
02:05,-41,3068,930,271,207,129,18,2265,11959,372,-79,7396,0
02:10,-41,3079,930,272,205,129,18,2265,11896,378,-76,7339,0
02:15,-41,3095,930,272,205,129,17,2264,11833,374,-71,7290,0
02:20,-41,3112,929,272,205,129,17,2264,11777,370,-70,7247,0
02:25,-41,3095,929,272,205,128,17,2265,11721,376,-67,7180,0
02:30,-41,3101,929,274,206,128,18,2264,11721,367,-68,7091,0
02:35,-42,3110,929,273,206,128,18,2265,11697,366,-74,7053,0
02:40,-42,3092,929,273,206,129,18,2264,11639,365,-71,7028,0
02:45,-42,3086,929,272,206,129,18,2265,11553,366,-73,7038,0
02:50,-42,3098,928,273,206,129,18,2264,11516,360,-71,7008,0
02:55,-42,3117,928,272,205,129,17,2264,11437,361,-69,6984,0
03:00,-42,3141,929,273,205,128,18,2264,11530,366,-67,6789,0
03:05,-42,3124,928,273,206,135,18,2265,11481,361,-52,6752,0
03:10,-42,3090,928,273,206,170,18,2264,11475,366,-59,6692,0
03:15,-42,3072,928,273,205,170,18,2265,11420,365,-58,6691,0
03:20,-42,3012,929,273,206,170,17,2265,11390,361,-41,6723,0
03:25,-42,2999,928,274,206,171,18,2263,11398,371,-44,6653,0
03:30,-42,2974,929,273,206,171,17,2264,11386,371,-47,6647,0
03:35,-42,2945,929,274,206,170,17,2264,11373,366,-44,6632,0
03:40,-42,2944,929,274,206,170,17,2265,11407,364,-43,6545,0
03:45,-42,2987,929,272,207,170,17,2264,11406,368,-44,6466,0
03:50,-42,3015,930,274,207,170,17,2264,11388,367,-48,6405,0
03:55,-42,3026,931,274,207,170,17,2264,11380,364,-48,6337,0
04:00,-42,3028,930,274,207,170,17,2265,11359,368,-49,6293,0
04:05,-43,3035,931,272,207,168,17,2265,11249,379,-64,6417,0
04:10,-43,3025,930,271,207,169,17,2263,11135,390,-70,6532,0
04:15,-43,2983,929,272,207,169,17,2264,11041,384,-66,6697,0
04:20,-43,2907,929,273,207,168,17,2264,11042,382,-60,6730,0
04:25,-43,2844,929,271,206,168,17,2264,11060,385,-57,6730,0
04:30,-44,2772,929,271,207,168,17,2264,11100,386,-66,6743,0
04:35,-43,2757,929,272,207,168,17,2263,11109,382,-66,6743,0
04:40,-43,2763,929,272,207,168,17,2263,11086,383,-67,6756,0
04:45,-43,2768,929,272,206,168,17,2263,11021,377,-68,6791,0
04:50,-43,2773,929,271,206,168,17,2263,10997,371,-64,6790,0
04:55,-43,2782,930,274,206,168,17,2263,10998,373,-68,6744,0
05:00,-43,2796,930,273,207,168,17,2262,11020,363,-68,6717,0
05:05,-43,2817,931,272,206,168,17,2263,11075,377,-28,6630,0
05:10,-43,2836,931,272,206,168,17,2263,11081,375,-28,6653,0
05:15,-43,2810,931,273,206,168,17,2263,11028,376,-29,6755,0
05:20,-43,2769,930,273,206,168,17,2263,11012,376,-15,6781,0
05:25,-43,2692,931,275,206,173,17,2263,11049,387,-7,6773,0
05:30,-43,2633,932,274,206,173,17,2262,11156,384,3,6728,0
05:35,-43,2606,932,275,206,173,16,2263,11176,383,4,6748,0
05:40,-44,2623,932,276,206,172,16,2263,11144,383,1,6788,0
05:45,-44,2632,932,276,206,173,16,2263,11124,381,1,6795,0
05:50,-44,2623,932,277,206,174,17,2263,11134,382,9,6740,0
05:55,-44,2591,932,278,206,174,17,2263,11105,395,-10,6790,0
06:00,-39,2576,931,280,206,174,17,2263,10973,434,-14,6904,0
06:05,-28,2561,931,281,207,178,17,2263,10830,448,60,7017,0
06:10,-2,2515,931,282,208,180,17,2263,10714,447,64,7153,0
06:15,43,2456,929,282,208,179,16,2263,10692,450,90,7116,0
06:20,125,2408,929,282,208,179,17,2263,10716,457,91,7029,0
06:25,227,2386,929,281,209,179,17,2264,10699,445,77,6959,0
06:30,368,2346,931,280,209,179,17,2264,10763,413,76,6781,0
06:35,536,2276,929,279,209,180,17,2264,10987,148,88,6902,0
