Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
00:00,-37,500,881,245,205,107,20,2265,10931,1182,-142,7868,0
00:05,-37,493,873,241,203,104,20,2265,10892,1065,-63,7896,0
00:10,-39,494,880,234,203,102,20,2265,10728,1032,-73,8049,0
00:15,-40,485,889,223,201,102,21,2265,10669,1025,-38,7974,0
00:20,-38,471,896,221,201,101,21,2264,10631,1018,-17,7889,0
00:25,-39,476,898,224,201,101,21,2264,10725,1006,-83,7769,0
00:30,-38,477,906,224,201,101,21,2264,10689,1003,-111,7800,0
00:35,-38,477,907,224,201,101,20,2265,10545,1000,-57,7766,0
00:40,-39,478,906,224,201,102,20,2264,10306,994,-28,7834,0
00:45,-40,478,906,225,201,102,21,2264,10231,990,-19,7768,0
00:50,-42,486,906,225,201,102,20,2265,10164,990,-19,7711,0
00:55,-40,484,906,223,201,103,20,2264,10178,989,-17,7617,0
01:00,-39,486,905,222,201,103,21,2264,10294,975,-25,7369,0
01:05,-39,498,905,224,201,103,21,2265,10459,901,-28,7255,0
01:10,-37,502,903,222,201,103,21,2265,10617,848,-28,7140,0
01:15,-37,498,902,223,201,103,21,2265,10633,847,-20,7044,0
01:20,-39,482,901,222,201,103,21,2265,10262,885,2,7320,0
01:25,-39,455,902,222,200,102,21,2265,10002,1049,110,7289,0
01:30,-37,424,901,221,200,102,20,2266,10161,1188,181,6808,0
01:35,-39,391,900,221,201,102,20,2265,9992,1238,91,6879,0
01:40,-40,357,901,221,200,102,21,2265,9921,1048,-89,7183,0
01:45,-41,341,901,222,200,102,21,2266,9988,935,-97,7303,0
01:50,-40,327,903,223,201,103,21,2266,10007,925,-58,7223,0
01:55,-47,317,901,221,201,102,20,2266,9926,918,-29,7169,0
02:00,-50,312,903,220,200,102,20,2266,9928,934,-23,7081,0
02:05,-49,315,905,223,201,102,20,2266,9879,977,-63,7070,0
02:10,-49,318,905,221,199,102,20,2265,9861,959,-83,7118,0
02:15,-49,323,905,222,199,101,20,2265,9839,920,-77,7120,0
02:20,-50,327,904,221,199,101,20,2264,9823,906,-83,7113,0
02:25,-49,318,905,223,199,101,20,2265,9823,902,-88,7095,0
02:30,-50,306,906,222,198,101,19,2265,9850,895,-86,7022,0
02:35,-50,294,905,221,198,102,20,2266,9859,902,-83,6956,0
02:40,-53,285,906,223,198,102,20,2266,9792,898,-86,6966,0
02:45,-51,289,906,222,199,103,20,2266,9784,878,-89,6939,0
02:50,-50,290,905,224,198,103,20,2265,9719,796,-76,6991,0
02:55,-50,285,905,224,198,103,19,2266,9676,796,-76,7005,0
